Date.Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2007-02-01T03:40:00Z,0.23,0,244.69,1,0,0,0
2007-02-01T03:41:00Z,0.23,0,244.55,1,0,0,0
2007-02-01T03:42:00Z,0.23,0,244.38,1,0,0,0
2007-02-01T03:43:00Z,0.23,0,244.4,1,0,0,0
2007-02-01T03:44:00Z,0.228,0,244.16,1,0,0,0
2007-02-01T03:45:00Z,0.268,0,244.21,1.4,0,0,0
2007-02-01T03:46:00Z,0.312,0.12,244.13,1.4,0,1,0
2007-02-01T03:47:00Z,0.312,0.12,244.22,1.4,0,1,0
2007-02-01T03:48:00Z,0.312,0.118,243.96,1.4,0,2,0
2007-02-01T03:49:00Z,0.312,0.116,243.48,1.4,0,1,0
2007-02-01T03:50:00Z,0.312,0.118,243.84,1.4,0,2,0
2007-02-01T03:51:00Z,0.314,0.12,243.92,1.4,0,1,0
2007-02-01T03:52:00Z,0.314,0.122,244.5,1.4,0,1,0
2007-02-01T03:53:00Z,0.314,0.122,244.6,1.4,0,2,0
2007-02-01T03:54:00Z,0.314,0.122,244.56,1.4,0,1,0
2007-02-01T03:55:00Z,0.312,0.12,243.91,1.4,0,2,0
2007-02-01T03:56:00Z,0.31,0.116,243.55,1.4,0,1,0
2007-02-01T03:57:00Z,0.31,0.116,243.58,1.4,0,1,0
2007-02-01T03:58:00Z,0.308,0.112,242.74,1.4,0,2,0
2007-02-01T03:59:00Z,0.412,0.228,242.72,2,0,1,0
2007-02-01T04:00:00Z,0.416,0.25,242.71,2,0,1,0
2007-02-01T04:01:00Z,0.41,0.248,242.32,2,0,2,0
2007-02-01T04:02:00Z,0.408,0.248,242.36,2,0,1,0
2007-02-01T04:03:00Z,0.406,0.246,242.12,2,0,1,0
2007-02-01T04:04:00Z,0.404,0.248,242.18,2,0,2,0
2007-02-01T04:05:00Z,0.402,0.248,242.22,1.8,0,1,0
2007-02-01T04:06:00Z,0.4,0.246,241.98,1.8,0,1,0
2007-02-01T04:07:00Z,0.398,0.246,242.09,1.8,0,1,0
2007-02-01T04:08:00Z,0.396,0.246,241.92,1.8,0,1,0
2007-02-01T04:09:00Z,0.396,0.25,242.61,1.8,0,2,0
2007-02-01T04:10:00Z,0.396,0.252,242.99,1.8,0,1,0
2007-02-01T04:11:00Z,0.432,0.28,243.06,2.2,0,1,0
2007-02-01T04:12:00Z,0.47,0.358,242.94,2.4,0,1,0
2007-02-01T04:13:00Z,0.428,0.296,243.07,2.2,0,2,0
2007-02-01T04:14:00Z,0.348,0.17,242.85,1.6,0,0,0
2007-02-01T04:15:00Z,0.304,0.094,242.73,1.2,0,0,0
2007-02-01T04:16:00Z,0.302,0.094,242.65,1.2,0,0,0
2007-02-01T04:17:00Z,0.302,0.096,243.08,1.2,0,0,0
2007-02-01T04:18:00Z,0.3,0.1,243.6,1.2,0,0,0
2007-02-01T04:19:00Z,0.298,0.096,243.05,1.2,0,0,0
2007-02-01T04:20:00Z,0.292,0.086,243.38,1.2,0,0,0
2007-02-01T04:21:00Z,0.228,0,243.82,1,0,0,0
2007-02-01T04:22:00Z,0.228,0,243.73,1,0,0,0
2007-02-01T04:23:00Z,0.23,0,244.26,1,0,0,0
2007-02-01T04:24:00Z,0.23,0,244.98,1,0,0,0
2007-02-01T04:25:00Z,0.23,0,244.95,1,0,0,0
2007-02-01T04:26:00Z,0.234,0,244.3,1,0,0,0
2007-02-01T04:27:00Z,0.25,0,243.73,1,0,0,0
2007-02-01T04:28:00Z,0.25,0,243.23,1,0,0,0
2007-02-01T04:29:00Z,0.226,0,242.83,1,0,0,0
2007-02-01T04:30:00Z,0.226,0,242.75,1,0,0,0
2007-02-01T04:31:00Z,0.226,0,243,1,0,0,0
2007-02-01T04:32:00Z,0.228,0,243.3,1,0,0,0
2007-02-01T04:33:00Z,0.228,0,243.4,1,0,0,0
2007-02-01T04:34:00Z,0.226,0,242.69,1,0,0,0
2007-02-01T04:35:00Z,0.226,0,242.31,1,0,0,0
2007-02-01T04:36:00Z,0.224,0,242.16,1,0,0,0
2007-02-01T04:37:00Z,0.224,0,242.13,1,0,0,0
2007-02-01T04:38:00Z,0.224,0,242.02,1,0,0,0
2007-02-01T04:39:00Z,0.226,0,242.49,1,0,0,0
2007-02-01T04:40:00Z,0.32,0.09,243.16,1.4,0,0,0
2007-02-01T04:41:00Z,0.338,0.128,243.11,1.4,0,0,0
2007-02-01T04:42:00Z,0.332,0.122,242.15,1.4,0,0,0
2007-02-01T04:43:00Z,0.33,0.124,242.26,1.4,0,0,0
2007-02-01T04:44:00Z,0.328,0.124,242.18,1.4,0,0,0
2007-02-01T04:45:00Z,0.326,0.122,242.01,1.4,0,0,0
2007-02-01T04:46:00Z,0.326,0.122,242.01,1.4,0,0,0
2007-02-01T04:47:00Z,0.324,0.12,241.67,1.4,0,0,0
2007-02-01T04:48:00Z,0.322,0.12,241.5,1.4,0,0,0
2007-02-01T04:49:00Z,0.32,0.12,241.37,1.4,0,0,0
2007-02-01T04:50:00Z,0.32,0.122,241.78,1.4,0,0,0
2007-02-01T04:51:00Z,0.32,0.124,242.27,1.4,0,0,0
2007-02-01T04:52:00Z,0.32,0.12,241.88,1.4,0,0,0
2007-02-01T04:53:00Z,0.318,0.12,241.81,1.4,0,0,0
2007-02-01T04:54:00Z,0.27,0.052,241.92,1.2,0,0,0
2007-02-01T04:55:00Z,0.224,0,241.68,1,0,0,0
2007-02-01T04:56:00Z,0.224,0,241.38,1,0,0,0
2007-02-01T04:57:00Z,0.222,0,240.58,1,0,0,0
2007-02-01T04:58:00Z,0.222,0,240.81,1,0,0,0
2007-02-01T04:59:00Z,0.288,0.048,241.04,1.4,0,0,0
2007-02-01T05:00:00Z,0.3,0.09,241.54,1.2,0,0,0
2007-02-01T05:01:00Z,0.3,0.088,241.42,1.2,0,0,0
2007-02-01T05:02:00Z,0.3,0.088,241.45,1.2,0,0,0
2007-02-01T05:03:00Z,0.298,0.086,240.86,1.2,0,0,0
2007-02-01T05:04:00Z,0.294,0.084,239.84,1.2,0,0,0
2007-02-01T05:05:00Z,0.294,0.082,239.5,1.2,0,0,0
2007-02-01T05:06:00Z,0.292,0.082,239.82,1.2,0,0,0
2007-02-01T05:07:00Z,0.292,0.082,239.82,1.2,0,0,0
2007-02-01T05:08:00Z,0.248,0,240.78,1,0,0,0
2007-02-01T05:09:00Z,0.222,0,240.92,1,0,0,0
2007-02-01T05:10:00Z,0.222,0,240.74,1,0,0,0
2007-02-01T05:11:00Z,0.222,0,241.15,1,0,0,0
2007-02-01T05:12:00Z,0.224,0,241.37,1,0,0,0
2007-02-01T05:13:00Z,0.224,0,241.71,1,0,0,0
2007-02-01T05:14:00Z,0.226,0,242.68,1,0,0,0
2007-02-01T05:15:00Z,0.226,0,243.11,1,0,0,0
2007-02-01T05:16:00Z,0.226,0,243.06,1,0,0,0
2007-02-01T05:17:00Z,0.226,0,243.01,1,0,0,0
2007-02-01T05:18:00Z,0.226,0,242.77,1,0,0,0
2007-02-01T05:19:00Z,0.224,0,241.51,1,0,0,0
2007-02-01T05:20:00Z,0.224,0,241.42,1,0,0,0
2007-02-01T05:21:00Z,0.3,0.062,240.77,1.4,0,0,0
2007-02-01T05:22:00Z,0.334,0.116,240.81,1.4,0,0,0
2007-02-01T05:23:00Z,0.33,0.116,240.95,1.4,0,0,0
2007-02-01T05:24:00Z,0.328,0.12,241.43,1.4,0,0,0
2007-02-01T05:25:00Z,0.328,0.12,241.52,1.4,0,0,0
2007-02-01T05:26:00Z,0.326,0.12,241.49,1.4,0,0,0
2007-02-01T05:27:00Z,0.324,0.118,240.89,1.4,0,0,0
2007-02-01T05:28:00Z,0.322,0.118,240.91,1.4,0,0,0
2007-02-01T05:29:00Z,0.322,0.122,241.85,1.4,0,0,0
2007-02-01T05:30:00Z,0.32,0.118,241.11,1.4,0,0,0
2007-02-01T05:31:00Z,0.318,0.118,240.93,1.4,0,0,0
2007-02-01T05:32:00Z,0.318,0.118,240.88,1.4,0,0,0
2007-02-01T05:33:00Z,0.316,0.116,240.67,1.4,0,0,0
2007-02-01T05:34:00Z,0.316,0.114,240.34,1.4,0,0,0
2007-02-01T05:35:00Z,0.27,0.052,240.2,1.2,0,0,0
2007-02-01T05:36:00Z,0.222,0,240.62,1,0,0,0
2007-02-01T05:37:00Z,1.138,0,240.1,5,0,0,13
2007-02-01T05:38:00Z,1.32,0,239.79,5.4,0,0,19
2007-02-01T05:39:00Z,1.302,0,239.36,5.4,0,0,18
2007-02-01T05:40:00Z,1.29,0,239.25,5.4,0,0,17
2007-02-01T05:41:00Z,1.278,0,238.56,5.2,0,0,18
2007-02-01T05:42:00Z,1.276,0,238.61,5.2,0,0,18
2007-02-01T05:43:00Z,1.282,0,239.31,5.2,0,0,17
2007-02-01T05:44:00Z,1.284,0,239.56,5.2,0,0,18
2007-02-01T05:45:00Z,1.29,0,240.29,5.2,0,0,18
2007-02-01T05:46:00Z,1.29,0,240.3,5.2,0,0,17
2007-02-01T05:47:00Z,1.336,0,239.67,5.6,0,0,18
2007-02-01T05:48:00Z,1.354,0.072,239.52,5.6,0,0,18
2007-02-01T05:49:00Z,1.35,0.072,239.02,5.6,0,0,17
2007-02-01T05:50:00Z,1.34,0.068,238.15,5.6,0,0,18
2007-02-01T05:51:00Z,1.342,0.068,238.35,5.6,0,0,17
2007-02-01T05:52:00Z,1.336,0.068,237.97,5.6,0,0,17
2007-02-01T05:53:00Z,1.34,0.07,238.56,5.6,0,0,18
2007-02-01T05:54:00Z,1.342,0.07,238.9,5.6,0,0,17
2007-02-01T05:55:00Z,1.34,0.07,238.84,5.6,0,0,18
2007-02-01T05:56:00Z,1.302,0,238.71,5.4,0,0,17
2007-02-01T05:57:00Z,1.278,0,239.31,5.2,0,0,18
2007-02-01T05:58:00Z,1.284,0,239.91,5.2,0,0,17
2007-02-01T05:59:00Z,1.286,0,239.84,5.2,0,0,18
2007-02-01T06:00:00Z,1.282,0,239.02,5.2,0,0,18
2007-02-01T06:01:00Z,1.294,0,240.31,5.4,0,0,17
2007-02-01T06:02:00Z,1.346,0,240.22,5.6,0,0,18
2007-02-01T06:03:00Z,1.404,0.104,240.29,5.8,0,0,18
2007-02-01T06:04:00Z,1.41,0.108,241.27,5.8,0,0,17
2007-02-01T06:05:00Z,1.424,0.116,242.85,5.8,0,0,19
2007-02-01T06:06:00Z,1.424,0.118,243.01,5.8,0,0,18
2007-02-01T06:07:00Z,1.422,0.118,242.53,5.8,0,0,18
2007-02-01T06:08:00Z,1.49,0.132,241.97,6.2,0,0,18
2007-02-01T06:09:00Z,1.494,0.13,241.65,6.2,0,0,18
2007-02-01T06:10:00Z,1.488,0.128,241.33,6.2,0,0,17
2007-02-01T06:11:00Z,1.484,0.128,241,6.2,0,0,18
2007-02-01T06:12:00Z,1.476,0.126,240.54,6,0,0,18
2007-02-01T06:13:00Z,1.47,0.122,240.32,6,0,0,18
2007-02-01T06:14:00Z,0.858,0.112,241.16,4,0,0,6
2007-02-01T06:15:00Z,0.558,0.118,241.86,2.4,0,0,0
2007-02-01T06:16:00Z,0.58,0.128,242.53,2.4,0,0,0
2007-02-01T06:17:00Z,0.552,0.112,243.11,2.2,0,1,0
2007-02-01T06:18:00Z,0.548,0.11,242.63,2.2,0,2,0
2007-02-01T06:19:00Z,0.502,0.11,242.76,2,0,1,0
2007-02-01T06:20:00Z,0.49,0.114,243.23,2,0,1,0
2007-02-01T06:21:00Z,0.49,0.114,243.51,2,0,2,0
2007-02-01T06:22:00Z,1.102,0.106,242.82,5,0,1,8
2007-02-01T06:23:00Z,1.59,0.098,241.82,6.6,0,2,18
2007-02-01T06:24:00Z,1.59,0.102,242.86,6.4,0,1,19
2007-02-01T06:25:00Z,1.586,0.102,243.14,6.4,0,1,18
2007-02-01T06:26:00Z,1.588,0.104,243.56,6.4,0,2,18
2007-02-01T06:27:00Z,1.584,0.104,243.35,6.4,0,1,18
2007-02-01T06:28:00Z,1.58,0.102,243.22,6.4,0,1,19
2007-02-01T06:29:00Z,1.58,0.104,243.31,6.4,0,2,18
2007-02-01T06:30:00Z,1.578,0.104,243.25,6.4,0,1,18
2007-02-01T06:31:00Z,1.578,0.104,243.47,6.4,0,1,18
